iid,id,gender,wave,round,order,position,partner,pid,dec,dec_o,match,attr,sinc,intel,fun,amb,shar,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like,prob,like_o,prob_o,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,age,age_o,race,race_o,samerace,field_cd,career_c,income,int_corr,exphappy,expnum,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
2,2.0,0,1,10,9,3,2,12.0,0,0,0,8.0,5.0,6.0,6.0,9.0,6.0,7.0,6.0,10.0,6.0,6.0,5.0,7.0,3.0,8.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,8.0,10.0,3.0,,,,,,,24.0,22.0,2.0,2.0,1,1.0,,"65,929.00",0.18,4.0,5.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0
2,2.0,0,1,10,6,3,3,13.0,0,1,0,5.0,8.0,9.0,6.0,3.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,10.0,10.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,8.0,10.0,3.0,,,,,,,24.0,22.0,2.0,4.0,0,1.0,,"65,929.00",0.1,4.0,5.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0
2,2.0,0,1,10,1,3,4,14.0,1,1,1,7.0,9.0,7.0,6.0,5.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,8.0,9.0,7.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,8.0,10.0,3.0,,,,,,,24.0,23.0,2.0,2.0,1,1.0,,"65,929.00",-0.21,4.0,5.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0
2,2.0,0,1,10,3,3,5,15.0,0,1,0,6.0,8.0,7.0,9.0,7.0,8.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,6.0,10.0,1.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,8.0,10.0,3.0,,,,,,,24.0,24.0,2.0,3.0,0,1.0,,"65,929.00",0.32,4.0,5.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0
2,2.0,0,1,10,2,3,6,16.0,0,1,0,8.0,7.0,8.0,3.0,6.0,2.0,7.0,8.0,7.0,5.0,7.0,7.0,6.0,5.0,7.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,8.0,10.0,3.0,,,,,,,24.0,25.0,2.0,2.0,1,1.0,,"65,929.00",0.73,4.0,5.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0
2,2.0,0,1,10,7,3,7,17.0,1,0,0,7.0,5.0,9.0,6.0,7.0,9.0,5.0,3.0,4.0,3.0,5.0,3.0,8.0,7.0,4.0,3.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,8.0,10.0,3.0,,,,,,,24.0,30.0,2.0,2.0,1,1.0,,"65,929.00",0.6,4.0,5.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0
2,2.0,0,1,10,8,3,8,18.0,0,1,0,5.0,8.0,7.0,5.0,9.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,6.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,8.0,10.0,3.0,,,,,,,24.0,27.0,2.0,2.0,1,1.0,,"65,929.00",0.07,4.0,5.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0
2,2.0,0,1,10,4,3,9,19.0,1,1,1,7.0,6.0,8.0,9.0,4.0,5.0,8.0,6.0,9.0,9.0,8.0,7.0,5.0,6.0,8.0,8.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,8.0,10.0,3.0,,,,,,,24.0,28.0,2.0,2.0,1,1.0,,"65,929.00",0.11,4.0,5.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0
2,2.0,0,1,10,5,3,10,20.0,1,0,0,6.0,7.0,8.0,7.0,9.0,8.0,6.0,5.0,7.0,7.0,9.0,7.0,8.0,7.0,6.0,9.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,8.0,10.0,3.0,,,,,,,24.0,24.0,2.0,2.0,1,1.0,,"65,929.00",0.39,4.0,5.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0
3,3.0,0,1,10,6,9,1,11.0,0,0,0,7.0,9.0,10.0,7.0,8.0,9.0,7.0,8.0,6.0,5.0,8.0,4.0,8.0,7.0,5.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,9.0,8.0,8.0,,,,,,,25.0,27.0,2.0,2.0,1,2.0,,,-0.24,4.0,2.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0
3,3.0,0,1,10,5,9,2,12.0,0,0,0,9.0,7.0,9.0,8.0,9.0,7.0,6.0,7.0,10.0,6.0,6.0,5.0,8.0,7.0,7.0,3.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,9.0,8.0,8.0,,,,,,,25.0,22.0,2.0,2.0,1,2.0,,,-0.14,4.0,2.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0
3,3.0,0,1,10,2,9,3,13.0,0,1,0,7.0,9.0,9.0,7.0,9.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,10.0,10.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,9.0,8.0,8.0,,,,,,,25.0,22.0,2.0,4.0,0,2.0,,,0.09,4.0,2.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0
3,3.0,0,1,10,7,9,4,14.0,0,1,0,9.0,7.0,9.0,7.0,9.0,7.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,9.0,8.0,8.0,,,,,,,25.0,23.0,2.0,2.0,1,2.0,,,-0.04,4.0,2.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0
3,3.0,0,1,10,9,9,5,15.0,0,1,0,9.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,8.0,6.0,,,9.0,,6.0,1.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,9.0,8.0,8.0,,,,,,,25.0,24.0,2.0,3.0,0,2.0,,,-0.14,4.0,2.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0
3,3.0,0,1,10,8,9,6,16.0,0,1,0,8.0,10.0,10.0,7.0,9.0,9.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,,6.0,7.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,9.0,8.0,8.0,,,,,,,25.0,25.0,2.0,2.0,1,2.0,,,-0.3,4.0,2.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0
3,3.0,0,1,10,3,9,7,17.0,0,0,0,8.0,9.0,10.0,7.0,7.0,9.0,6.0,3.0,5.0,4.0,5.0,4.0,8.0,7.0,2.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,9.0,8.0,8.0,,,,,,,25.0,30.0,2.0,2.0,1,2.0,,,-0.26,4.0,2.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0
3,3.0,0,1,10,4,9,8,18.0,0,0,0,7.0,9.0,9.0,8.0,9.0,7.0,4.0,5.0,6.0,4.0,6.0,4.0,8.0,7.0,5.0,1.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,9.0,8.0,8.0,,,,,,,25.0,27.0,2.0,2.0,1,2.0,,,0.29,4.0,2.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0
3,3.0,0,1,10,10,9,9,19.0,0,1,0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,6.0,8.0,7.0,7.0,9.0,7.0,7.0,7.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,9.0,8.0,8.0,,,,,,,25.0,28.0,2.0,2.0,1,2.0,,,-0.15,4.0,2.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0
3,3.0,0,1,10,1,9,10,20.0,0,0,0,8.0,7.0,9.0,7.0,9.0,7.0,5.0,6.0,8.0,5.0,8.0,6.0,8.0,7.0,5.0,5.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,9.0,8.0,8.0,,,,,,,25.0,24.0,2.0,2.0,1,2.0,,,-0.47,4.0,2.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0
4,4.0,0,1,10,3,6,1,11.0,0,0,0,4.0,10.0,8.0,5.0,8.0,7.0,6.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,6.0,3.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,9.0,8.0,,,,,,,23.0,27.0,2.0,2.0,1,1.0,1.0,"37,754.00",-0.18,1.0,2.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0
4,4.0,0,1,10,2,6,2,12.0,0,0,0,8.0,7.0,8.0,10.0,7.0,8.0,6.0,5.0,10.0,6.0,6.0,5.0,8.0,1.0,6.0,3.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,9.0,8.0,,,,,,,23.0,22.0,2.0,2.0,1,1.0,1.0,"37,754.00",-0.18,1.0,2.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0
4,4.0,0,1,10,9,6,3,13.0,0,1,0,4.0,7.0,8.0,8.0,6.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,1.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,9.0,8.0,,,,,,,23.0,22.0,2.0,4.0,0,1.0,1.0,"37,754.00",0.05,1.0,2.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0
4,4.0,0,1,10,4,6,4,14.0,1,1,1,8.0,10.0,7.0,10.0,7.0,10.0,7.0,7.0,7.0,9.0,9.0,9.0,8.0,10.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,9.0,8.0,,,,,,,23.0,23.0,2.0,2.0,1,1.0,1.0,"37,754.00",-0.18,1.0,2.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0
4,4.0,0,1,10,6,6,5,15.0,0,1,0,6.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,7.0,7.0,9.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,9.0,8.0,,,,,,,23.0,24.0,2.0,3.0,0,1.0,1.0,"37,754.00",0.21,1.0,2.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0
4,4.0,0,1,10,5,6,6,16.0,0,1,0,5.0,10.0,8.0,4.0,8.0,2.0,6.0,6.0,7.0,7.0,8.0,7.0,4.0,3.0,6.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,9.0,8.0,,,,,,,23.0,25.0,2.0,2.0,1,1.0,1.0,"37,754.00",0.37,1.0,2.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0
4,4.0,0,1,10,10,6,7,17.0,0,1,0,7.0,10.0,10.0,7.0,10.0,5.0,7.0,6.0,3.0,5.0,6.0,5.0,5.0,1.0,6.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,9.0,8.0,,,,,,,23.0,30.0,2.0,2.0,1,1.0,1.0,"37,754.00",0.35,1.0,2.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0
4,4.0,0,1,10,1,6,8,18.0,0,0,0,5.0,9.0,9.0,5.0,9.0,7.0,6.0,7.0,8.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,9.0,8.0,,,,,,,23.0,27.0,2.0,2.0,1,1.0,1.0,"37,754.00",0.15,1.0,2.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0
4,4.0,0,1,10,7,6,9,19.0,1,1,1,9.0,8.0,10.0,10.0,7.0,8.0,7.0,7.0,7.0,10.0,9.0,10.0,8.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,9.0,8.0,,,,,,,23.0,28.0,2.0,2.0,1,1.0,1.0,"37,754.00",-0.47,1.0,2.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0
4,4.0,0,1,10,8,6,10,20.0,1,0,0,8.0,9.0,10.0,10.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,10.0,8.0,7.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,9.0,8.0,,,,,,,23.0,24.0,2.0,2.0,1,1.0,1.0,"37,754.00",-0.19,1.0,2.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0
5,5.0,0,1,10,1,4,1,11.0,0,0,0,5.0,8.0,8.0,2.0,2.0,2.0,6.0,8.0,8.0,8.0,7.0,6.0,7.0,5.0,6.0,5.0,20.0,5.0,25.0,25.0,10.0,15.0,50.0,10.0,10.0,20.0,5.0,5.0,6.0,3.0,10.0,6.0,8.0,,,,,,,21.0,27.0,2.0,2.0,1,1.0,1.0,"86,340.00",-0.43,7.0,10.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0
5,5.0,0,1,10,10,4,2,12.0,0,0,0,8.0,6.0,6.0,5.0,5.0,5.0,6.0,7.0,10.0,7.0,6.0,5.0,6.0,4.0,7.0,4.0,20.0,5.0,25.0,25.0,10.0,15.0,50.0,10.0,10.0,20.0,5.0,5.0,6.0,3.0,10.0,6.0,8.0,,,,,,,21.0,22.0,2.0,2.0,1,1.0,1.0,"86,340.00",0.0,7.0,10.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0
5,5.0,0,1,10,7,4,3,13.0,0,1,0,4.0,6.0,8.0,8.0,6.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,5.0,10.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,50.0,10.0,10.0,20.0,5.0,5.0,6.0,3.0,10.0,6.0,8.0,,,,,,,21.0,22.0,2.0,4.0,0,1.0,1.0,"86,340.00",-0.17,7.0,10.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0
5,5.0,0,1,10,2,4,4,14.0,1,1,1,8.0,5.0,5.0,7.0,7.0,9.0,6.0,8.0,6.0,8.0,10.0,10.0,8.0,2.0,7.0,7.0,20.0,5.0,25.0,25.0,10.0,15.0,50.0,10.0,10.0,20.0,5.0,5.0,6.0,3.0,10.0,6.0,8.0,,,,,,,21.0,23.0,2.0,2.0,1,1.0,1.0,"86,340.00",0.08,7.0,10.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0
5,5.0,0,1,10,4,4,5,15.0,0,0,0,6.0,7.0,7.0,5.0,4.0,8.0,5.0,9.0,9.0,7.0,9.0,5.0,7.0,4.0,5.0,7.0,20.0,5.0,25.0,25.0,10.0,15.0,50.0,10.0,10.0,20.0,5.0,5.0,6.0,3.0,10.0,6.0,8.0,,,,,,,21.0,24.0,2.0,3.0,0,1.0,1.0,"86,340.00",-0.16,7.0,10.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0
5,5.0,0,1,10,3,4,6,16.0,1,0,0,5.0,6.0,7.0,5.0,7.0,8.0,5.0,8.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,7.0,20.0,5.0,25.0,25.0,10.0,15.0,50.0,10.0,10.0,20.0,5.0,5.0,6.0,3.0,10.0,6.0,8.0,,,,,,,21.0,25.0,2.0,2.0,1,1.0,1.0,"86,340.00",0.06,7.0,10.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0
5,5.0,0,1,10,8,4,7,17.0,1,0,0,6.0,6.0,8.0,5.0,5.0,6.0,2.0,3.0,4.0,4.0,5.0,3.0,6.0,3.0,3.0,3.0,20.0,5.0,25.0,25.0,10.0,15.0,50.0,10.0,10.0,20.0,5.0,5.0,6.0,3.0,10.0,6.0,8.0,,,,,,,21.0,30.0,2.0,2.0,1,1.0,1.0,"86,340.00",-0.05,7.0,10.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0
5,5.0,0,1,10,9,4,8,18.0,1,0,0,5.0,5.0,7.0,6.0,7.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,20.0,5.0,25.0,25.0,10.0,15.0,50.0,10.0,10.0,20.0,5.0,5.0,6.0,3.0,10.0,6.0,8.0,,,,,,,21.0,27.0,2.0,2.0,1,1.0,1.0,"86,340.00",0.07,7.0,10.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0
